x1,y1,x2,y2,ClassId,Path
124,86,146,108,5,output_folder5\merged_image5O8UNY.png
168,52,269,143,25,output_folder5\merged_image5O8UNY.png
291,79,332,116,26,output_folder5\merged_image5O8UNY.png
6,80,52,126,12,output_folder5\merged_imageXJM2UQ.png
78,90,104,116,14,output_folder5\merged_imageXJM2UQ.png
129,89,156,115,15,output_folder5\merged_imageXJM2UQ.png
184,61,268,145,14,output_folder5\merged_imageXJM2UQ.png
6,89,23,105,11,output_folder5\merged_imageMUG57A.png
51,68,107,126,38,output_folder5\merged_imageMUG57A.png
136,84,162,110,1,output_folder5\merged_imageMUG57A.png
190,85,214,110,8,output_folder5\merged_imageMUG57A.png
242,88,260,107,17,output_folder5\merged_imageMUG57A.png
288,84,314,110,7,output_folder5\merged_imageMUG57A.png
7,111,81,185,12,output_folder5\merged_imageY64C0I.png
100,132,133,164,28,output_folder5\merged_imageY64C0I.png
149,131,188,164,18,output_folder5\merged_imageY64C0I.png
205,137,227,159,1,output_folder5\merged_imageY64C0I.png
5,98,25,118,7,output_folder5\merged_imageQS3G7S.png
53,78,100,138,38,output_folder5\merged_imageQS3G7S.png
128,94,157,123,7,output_folder5\merged_imageQS3G7S.png
184,97,206,119,12,output_folder5\merged_imageQS3G7S.png
233,95,259,121,22,output_folder5\merged_imageQS3G7S.png
286,96,312,122,1,output_folder5\merged_imageQS3G7S.png
6,93,38,129,38,output_folder5\merged_imageWPBEVP.png
63,97,93,125,13,output_folder5\merged_imageWPBEVP.png
118,95,154,127,22,output_folder5\merged_imageWPBEVP.png
6,421,33,446,13,output_folder5\merged_image3ACTRG.png
51,414,87,452,4,output_folder5\merged_image3ACTRG.png
104,412,145,454,38,output_folder5\merged_image3ACTRG.png
6,87,28,109,8,output_folder5\merged_imageRKZ07W.png
54,90,71,106,41,output_folder5\merged_imageRKZ07W.png
96,82,128,114,10,output_folder5\merged_imageRKZ07W.png
153,86,183,111,30,output_folder5\merged_imageRKZ07W.png
208,69,265,127,14,output_folder5\merged_imageRKZ07W.png
6,74,31,100,17,output_folder5\merged_imagePT9RIX.png
48,73,71,100,35,output_folder5\merged_imagePT9RIX.png
88,65,131,107,7,output_folder5\merged_imagePT9RIX.png
148,76,174,98,2,output_folder5\merged_imagePT9RIX.png
191,69,221,104,15,output_folder5\merged_imagePT9RIX.png
237,73,259,101,8,output_folder5\merged_imagePT9RIX.png
7,75,75,136,23,output_folder5\merged_imageB921KK.png
98,77,161,135,11,output_folder5\merged_imageB921KK.png
182,95,203,116,8,output_folder5\merged_imageB921KK.png
222,96,240,114,10,output_folder5\merged_imageB921KK.png
259,92,285,119,15,output_folder5\merged_imageB921KK.png
304,83,348,127,1,output_folder5\merged_imageB921KK.png
6,82,33,110,3,output_folder5\merged_image7ZSXVO.png
48,87,67,104,5,output_folder5\merged_image7ZSXVO.png
83,84,106,108,10,output_folder5\merged_image7ZSXVO.png
123,63,186,129,6,output_folder5\merged_image7ZSXVO.png
203,77,229,113,13,output_folder5\merged_image7ZSXVO.png
246,82,274,109,22,output_folder5\merged_image7ZSXVO.png
5,139,29,163,8,output_folder5\merged_imageYB72U8.png
59,128,108,175,25,output_folder5\merged_imageYB72U8.png
139,125,199,179,11,output_folder5\merged_imageYB72U8.png
229,131,272,174,23,output_folder5\merged_imageYB72U8.png
301,143,318,161,38,output_folder5\merged_imageYB72U8.png
6,98,26,120,12,output_folder5\merged_imageX6E3OC.png
56,93,88,125,7,output_folder5\merged_imageX6E3OC.png
116,85,164,133,10,output_folder5\merged_imageX6E3OC.png
192,83,242,136,38,output_folder5\merged_imageX6E3OC.png
271,92,306,127,35,output_folder5\merged_imageX6E3OC.png
337,73,410,146,16,output_folder5\merged_imageX6E3OC.png
7,79,63,136,11,output_folder5\merged_imageADUCCQ.png
93,76,160,138,7,output_folder5\merged_imageADUCCQ.png
190,77,249,136,33,output_folder5\merged_imageADUCCQ.png
5,83,42,121,34,output_folder5\merged_imageS6W4Q1.png
63,88,93,118,12,output_folder5\merged_imageS6W4Q1.png
115,94,133,112,35,output_folder5\merged_imageS6W4Q1.png
155,81,198,124,10,output_folder5\merged_imageS6W4Q1.png
219,91,242,114,38,output_folder5\merged_imageS6W4Q1.png
264,79,308,125,7,output_folder5\merged_imageS6W4Q1.png
5,92,42,131,2,output_folder5\merged_imageLIVSC7.png
74,101,98,122,25,output_folder5\merged_imageLIVSC7.png
128,103,146,121,38,output_folder5\merged_imageLIVSC7.png
5,95,43,129,10,output_folder5\merged_image5I36OW.png
70,92,108,131,1,output_folder5\merged_image5I36OW.png
135,92,179,132,24,output_folder5\merged_image5I36OW.png
206,95,239,128,7,output_folder5\merged_image5I36OW.png
265,98,290,124,35,output_folder5\merged_image5I36OW.png
5,88,32,115,11,output_folder5\merged_imageAIQIKA.png
48,80,91,124,1,output_folder5\merged_imageAIQIKA.png
107,92,125,111,36,output_folder5\merged_imageAIQIKA.png
140,89,164,113,10,output_folder5\merged_imageAIQIKA.png
6,72,65,129,33,output_folder5\merged_image83YXOP.png
97,86,127,114,31,output_folder5\merged_image83YXOP.png
158,88,183,113,17,output_folder5\merged_image83YXOP.png
214,90,240,112,2,output_folder5\merged_image83YXOP.png
6,87,24,107,38,output_folder5\merged_imageVVQ4HI.png
40,88,55,105,13,output_folder5\merged_imageVVQ4HI.png
72,79,108,115,12,output_folder5\merged_imageVVQ4HI.png
5,86,39,120,38,output_folder5\merged_image4KAR2Q.png
62,85,105,122,25,output_folder5\merged_image4KAR2Q.png
128,92,152,115,10,output_folder5\merged_image4KAR2Q.png
175,77,228,130,16,output_folder5\merged_image4KAR2Q.png
6,126,31,149,11,output_folder5\merged_image2SJFCY.png
50,126,66,149,17,output_folder5\merged_image2SJFCY.png
86,126,108,150,41,output_folder5\merged_image2SJFCY.png
128,128,146,147,6,output_folder5\merged_image2SJFCY.png
6,79,43,116,9,output_folder5\merged_imageO5WPOY.png
60,83,89,112,15,output_folder5\merged_imageO5WPOY.png
106,85,130,109,5,output_folder5\merged_imageO5WPOY.png
6,87,27,105,26,output_folder5\merged_image9UFX3T.png
43,83,69,109,5,output_folder5\merged_image9UFX3T.png
85,84,109,108,35,output_folder5\merged_image9UFX3T.png
124,81,154,111,11,output_folder5\merged_image9UFX3T.png
172,65,243,127,18,output_folder5\merged_image9UFX3T.png
8,56,79,133,4,output_folder5\merged_image3KVP3P.png
106,83,127,104,8,output_folder5\merged_image3KVP3P.png
152,85,171,105,17,output_folder5\merged_image3KVP3P.png
196,83,219,106,39,output_folder5\merged_image3KVP3P.png
244,81,272,109,10,output_folder5\merged_image3KVP3P.png
297,77,332,112,38,output_folder5\merged_image3KVP3P.png
5,74,39,109,38,output_folder5\merged_imageJXTPE6.png
57,63,103,119,14,output_folder5\merged_imageJXTPE6.png
121,75,152,107,4,output_folder5\merged_imageJXTPE6.png
171,81,190,101,0,output_folder5\merged_imageJXTPE6.png
213,48,303,134,0,output_folder5\merged_imageJXTPE6.png
7,77,71,138,23,output_folder5\merged_imagePLL3VH.png
95,76,158,139,13,output_folder5\merged_imagePLL3VH.png
180,93,209,122,12,output_folder5\merged_imagePLL3VH.png
230,88,267,125,8,output_folder5\merged_imagePLL3VH.png
288,97,311,117,33,output_folder5\merged_imagePLL3VH.png
5,103,25,124,12,output_folder5\merged_imageWY4XQP.png
53,105,70,122,2,output_folder5\merged_imageWY4XQP.png
99,98,132,129,9,output_folder5\merged_imageWY4XQP.png
5,72,44,111,8,output_folder5\merged_image3AIFLI.png
67,79,94,107,32,output_folder5\merged_image3AIFLI.png
115,78,143,106,38,output_folder5\merged_image3AIFLI.png
166,60,238,125,18,output_folder5\merged_image3AIFLI.png
5,78,40,113,5,output_folder5\merged_imageWY10EX.png
57,68,116,124,13,output_folder5\merged_imageWY10EX.png
132,84,157,108,13,output_folder5\merged_imageWY10EX.png
173,78,205,114,14,output_folder5\merged_imageWY10EX.png
220,80,247,112,35,output_folder5\merged_imageWY10EX.png
6,121,33,149,34,output_folder5\merged_image3BJVZ4.png
51,97,125,171,10,output_folder5\merged_image3BJVZ4.png
142,116,178,153,17,output_folder5\merged_image3BJVZ4.png
194,123,219,146,10,output_folder5\merged_image3BJVZ4.png
241,77,350,191,13,output_folder5\merged_image3BJVZ4.png
5,94,49,131,21,output_folder5\merged_imageQSC4CM.png
76,103,96,123,9,output_folder5\merged_imageQSC4CM.png
123,81,186,144,1,output_folder5\merged_imageQSC4CM.png
214,100,239,126,1,output_folder5\merged_imageQSC4CM.png
265,100,290,126,2,output_folder5\merged_imageQSC4CM.png
317,95,350,131,1,output_folder5\merged_imageQSC4CM.png
5,88,52,135,14,output_folder5\merged_imageJHLY93.png
79,84,134,141,10,output_folder5\merged_imageJHLY93.png
162,99,192,125,28,output_folder5\merged_imageJHLY93.png
220,104,236,121,7,output_folder5\merged_imageJHLY93.png
262,101,283,124,8,output_folder5\merged_imageJHLY93.png
5,92,28,113,1,output_folder5\merged_imageRPGUT6.png
45,90,70,115,2,output_folder5\merged_imageRPGUT6.png
87,91,111,115,38,output_folder5\merged_imageRPGUT6.png
127,83,166,122,1,output_folder5\merged_imageRPGUT6.png
5,90,40,125,33,output_folder5\merged_imageUCUYDO.png
71,92,102,123,13,output_folder5\merged_imageUCUYDO.png
133,79,186,136,4,output_folder5\merged_imageUCUYDO.png
8,75,74,141,9,output_folder5\merged_image47Z9J0.png
100,88,137,128,10,output_folder5\merged_image47Z9J0.png
161,86,203,130,3,output_folder5\merged_image47Z9J0.png
227,97,248,118,2,output_folder5\merged_image47Z9J0.png
272,82,319,132,6,output_folder5\merged_image47Z9J0.png
5,89,36,120,2,output_folder5\merged_imageM5BDC8.png
62,94,86,117,31,output_folder5\merged_imageM5BDC8.png
110,89,141,120,4,output_folder5\merged_imageM5BDC8.png
166,83,210,127,14,output_folder5\merged_imageM5BDC8.png
6,87,30,111,3,output_folder5\merged_imageM6LW7E.png
49,82,66,115,11,output_folder5\merged_imageM6LW7E.png
84,86,110,112,8,output_folder5\merged_imageM6LW7E.png
132,59,220,139,23,output_folder5\merged_imageM6LW7E.png
244,67,309,131,33,output_folder5\merged_imageM6LW7E.png
330,73,384,125,12,output_folder5\merged_imageM6LW7E.png
6,83,24,102,0,output_folder5\merged_imageC109GY.png
45,82,65,103,39,output_folder5\merged_imageC109GY.png
86,79,110,104,7,output_folder5\merged_imageC109GY.png
132,81,152,102,1,output_folder5\merged_imageC109GY.png
173,77,204,106,31,output_folder5\merged_imageC109GY.png
6,99,30,122,21,output_folder5\merged_imageB1IXFR.png
57,79,130,143,22,output_folder5\merged_imageB1IXFR.png
157,96,184,125,35,output_folder5\merged_imageB1IXFR.png
209,102,225,120,2,output_folder5\merged_imageB1IXFR.png
6,87,41,124,5,output_folder5\merged_image7G0F3B.png
65,91,93,120,2,output_folder5\merged_image7G0F3B.png
117,93,143,119,5,output_folder5\merged_image7G0F3B.png
167,93,191,118,17,output_folder5\merged_image7G0F3B.png
216,91,244,119,8,output_folder5\merged_image7G0F3B.png
6,73,54,122,1,output_folder5\merged_image94ZJN0.png
72,84,99,109,13,output_folder5\merged_image94ZJN0.png
121,56,214,138,29,output_folder5\merged_image94ZJN0.png
236,75,275,119,1,output_folder5\merged_image94ZJN0.png
292,72,342,123,12,output_folder5\merged_image94ZJN0.png
360,86,383,109,2,output_folder5\merged_image94ZJN0.png
5,92,27,116,32,output_folder5\merged_image9W84Y7.png
47,78,102,129,10,output_folder5\merged_image9W84Y7.png
121,85,160,124,10,output_folder5\merged_image9W84Y7.png
178,94,198,115,12,output_folder5\merged_image9W84Y7.png
216,91,248,118,8,output_folder5\merged_image9W84Y7.png
7,120,74,187,1,output_folder5\merged_image082JJ2.png
98,135,132,172,38,output_folder5\merged_image082JJ2.png
154,129,207,178,11,output_folder5\merged_image082JJ2.png
5,90,23,105,18,output_folder5\merged_imageKA53LV.png
39,86,63,110,1,output_folder5\merged_imageKA53LV.png
79,83,109,112,9,output_folder5\merged_imageKA53LV.png
126,82,157,114,3,output_folder5\merged_imageKA53LV.png
174,86,197,109,8,output_folder5\merged_imageKA53LV.png
9,67,89,150,14,output_folder5\merged_imageHB0QVK.png
116,83,165,134,12,output_folder5\merged_imageHB0QVK.png
189,89,234,129,13,output_folder5\merged_imageHB0QVK.png
258,83,313,135,9,output_folder5\merged_imageHB0QVK.png
6,94,39,128,8,output_folder5\merged_imageHF40JX.png
65,88,112,135,9,output_folder5\merged_imageHF40JX.png
141,75,213,147,18,output_folder5\merged_imageHF40JX.png
5,89,39,123,10,output_folder5\merged_imageAPXTT4.png
64,96,88,116,26,output_folder5\merged_imageAPXTT4.png
115,70,190,140,29,output_folder5\merged_imageAPXTT4.png
218,89,250,121,29,output_folder5\merged_imageAPXTT4.png
5,87,31,114,35,output_folder5\merged_image0XG2W2.png
58,45,112,156,29,output_folder5\merged_image0XG2W2.png
139,84,168,116,7,output_folder5\merged_image0XG2W2.png
8,72,85,142,30,output_folder5\merged_imageUY52LN.png
114,99,132,115,26,output_folder5\merged_imageUY52LN.png
162,70,241,143,26,output_folder5\merged_imageUY52LN.png
271,88,308,127,6,output_folder5\merged_imageUY52LN.png
5,85,38,118,2,output_folder5\merged_imageH1Q269.png
54,90,79,113,22,output_folder5\merged_imageH1Q269.png
99,67,178,136,11,output_folder5\merged_imageH1Q269.png
198,81,233,121,12,output_folder5\merged_imageH1Q269.png
6,89,22,121,17,output_folder5\merged_imageKJIJYA.png
48,88,80,121,27,output_folder5\merged_imageKJIJYA.png
106,93,126,116,17,output_folder5\merged_imageKJIJYA.png
151,94,177,115,28,output_folder5\merged_imageKJIJYA.png
6,78,44,117,33,output_folder5\merged_imageQQOO1F.png
62,75,111,122,12,output_folder5\merged_imageQQOO1F.png
130,79,168,117,35,output_folder5\merged_imageQQOO1F.png
185,74,228,122,39,output_folder5\merged_imageQQOO1F.png
6,76,44,114,4,output_folder5\merged_image9GXRMS.png
71,54,150,137,5,output_folder5\merged_image9GXRMS.png
177,80,205,109,17,output_folder5\merged_image9GXRMS.png
230,78,261,112,12,output_folder5\merged_image9GXRMS.png
287,86,304,104,41,output_folder5\merged_image9GXRMS.png
5,85,35,123,38,output_folder5\merged_imageFB6M6H.png
59,88,94,122,18,output_folder5\merged_imageFB6M6H.png
117,92,142,117,2,output_folder5\merged_imageFB6M6H.png
165,91,189,117,3,output_folder5\merged_imageFB6M6H.png
213,86,250,123,3,output_folder5\merged_imageFB6M6H.png
5,94,29,115,18,output_folder5\merged_imageXP0ZBE.png
53,71,132,138,18,output_folder5\merged_imageXP0ZBE.png
154,84,194,124,38,output_folder5\merged_imageXP0ZBE.png
5,89,22,104,10,output_folder5\merged_imageFX3SRA.png
45,78,77,114,16,output_folder5\merged_imageFX3SRA.png
100,77,139,116,4,output_folder5\merged_imageFX3SRA.png
163,86,184,107,4,output_folder5\merged_imageFX3SRA.png
208,79,238,114,38,output_folder5\merged_imageFX3SRA.png
6,90,50,134,35,output_folder5\merged_imageCNX9FG.png
78,97,112,128,19,output_folder5\merged_imageCNX9FG.png
140,103,158,121,5,output_folder5\merged_imageCNX9FG.png
5,94,30,121,35,output_folder5\merged_imageV5BL2B.png
56,94,82,121,5,output_folder5\merged_imageV5BL2B.png
108,89,149,125,11,output_folder5\merged_imageV5BL2B.png
176,95,199,120,6,output_folder5\merged_imageV5BL2B.png
9,75,97,153,8,output_folder5\merged_imageT875JG.png
130,101,155,127,8,output_folder5\merged_imageT875JG.png
185,100,212,127,1,output_folder5\merged_imageT875JG.png
241,96,277,130,13,output_folder5\merged_imageT875JG.png
305,93,343,133,38,output_folder5\merged_imageT875JG.png
371,91,414,137,16,output_folder5\merged_imageT875JG.png
5,75,41,109,7,output_folder5\merged_imageNKV5PQ.png
60,73,102,110,13,output_folder5\merged_imageNKV5PQ.png
120,79,143,103,10,output_folder5\merged_imageNKV5PQ.png
161,59,215,123,14,output_folder5\merged_imageNKV5PQ.png
233,80,255,103,17,output_folder5\merged_imageNKV5PQ.png
274,78,304,104,11,output_folder5\merged_imageNKV5PQ.png
5,88,53,129,10,output_folder5\merged_imageW34G5H.png
76,98,98,120,5,output_folder5\merged_imageW34G5H.png
121,88,167,130,11,output_folder5\merged_imageW34G5H.png
190,96,214,122,38,output_folder5\merged_imageW34G5H.png
6,73,54,124,9,output_folder5\merged_imageONSLFI.png
71,87,95,111,5,output_folder5\merged_imageONSLFI.png
113,70,171,128,1,output_folder5\merged_imageONSLFI.png
189,75,234,122,15,output_folder5\merged_imageONSLFI.png
252,76,298,121,11,output_folder5\merged_imageONSLFI.png
316,88,336,109,17,output_folder5\merged_imageONSLFI.png
7,71,75,139,31,output_folder5\merged_imageJXELRX.png
102,77,155,132,1,output_folder5\merged_imageJXELRX.png
179,90,212,120,25,output_folder5\merged_imageJXELRX.png
237,94,259,115,35,output_folder5\merged_imageJXELRX.png
284,88,316,122,12,output_folder5\merged_imageJXELRX.png
341,90,370,120,7,output_folder5\merged_imageJXELRX.png
9,56,85,132,33,output_folder5\merged_imageJ5PVO7.png
108,85,124,102,38,output_folder5\merged_imageJ5PVO7.png
145,71,193,115,8,output_folder5\merged_imageJ5PVO7.png
6,84,22,115,17,output_folder5\merged_image66CF4O.png
40,78,83,121,10,output_folder5\merged_image66CF4O.png
103,67,176,132,31,output_folder5\merged_image66CF4O.png
196,83,232,115,28,output_folder5\merged_image66CF4O.png
250,85,279,114,2,output_folder5\merged_image66CF4O.png
300,71,365,128,25,output_folder5\merged_image66CF4O.png
6,85,28,107,36,output_folder5\merged_image4LI3D3.png
51,70,102,122,4,output_folder5\merged_image4LI3D3.png
124,71,174,121,34,output_folder5\merged_image4LI3D3.png
197,83,219,109,13,output_folder5\merged_image4LI3D3.png
241,77,276,115,18,output_folder5\merged_image4LI3D3.png
6,425,31,451,4,output_folder5\merged_imageVYTZTS.png
55,425,87,451,18,output_folder5\merged_imageVYTZTS.png
109,418,152,457,13,output_folder5\merged_imageVYTZTS.png
9,61,86,138,34,output_folder5\merged_imageJCEVCR.png
119,82,155,118,7,output_folder5\merged_imageJCEVCR.png
186,86,215,113,18,output_folder5\merged_imageJCEVCR.png
6,91,44,131,40,output_folder5\merged_imageM3OSBQ.png
75,97,101,125,10,output_folder5\merged_imageM3OSBQ.png
132,75,204,146,37,output_folder5\merged_imageM3OSBQ.png
236,91,276,131,15,output_folder5\merged_imageM3OSBQ.png
306,94,339,125,11,output_folder5\merged_imageM3OSBQ.png
371,75,442,146,8,output_folder5\merged_imageM3OSBQ.png
7,70,67,126,22,output_folder5\merged_imageZMACVF.png
85,78,119,116,17,output_folder5\merged_imageZMACVF.png
135,71,182,123,7,output_folder5\merged_imageZMACVF.png
198,83,225,112,38,output_folder5\merged_imageZMACVF.png
6,88,54,131,11,output_folder5\merged_image1J4KU5.png
79,90,118,128,25,output_folder5\merged_image1J4KU5.png
143,94,176,125,25,output_folder5\merged_image1J4KU5.png
202,92,236,126,3,output_folder5\merged_image1J4KU5.png
5,87,34,119,38,output_folder5\merged_image55ZJ57.png
54,69,118,137,15,output_folder5\merged_image55ZJ57.png
138,86,177,120,13,output_folder5\merged_image55ZJ57.png
195,84,240,123,25,output_folder5\merged_image55ZJ57.png
259,86,293,120,1,output_folder5\merged_image55ZJ57.png
5,96,27,116,31,output_folder5\merged_imageRB2HV8.png
54,74,118,138,12,output_folder5\merged_imageRB2HV8.png
144,91,175,120,28,output_folder5\merged_imageRB2HV8.png
210,38,360,173,27,output_folder5\merged_imageRB2HV8.png
397,92,424,119,12,output_folder5\merged_imageRB2HV8.png
6,98,25,117,9,output_folder5\merged_image8CF4MP.png
52,93,81,123,14,output_folder5\merged_image8CF4MP.png
107,89,144,125,1,output_folder5\merged_image8CF4MP.png
6,91,30,115,39,output_folder5\merged_image10SFAI.png
61,85,94,122,7,output_folder5\merged_image10SFAI.png
124,90,151,117,5,output_folder5\merged_image10SFAI.png
182,88,212,120,2,output_folder5\merged_image10SFAI.png
6,129,48,178,12,output_folder5\merged_imageFV9Y1N.png
70,144,88,162,10,output_folder5\merged_imageFV9Y1N.png
111,126,166,181,34,output_folder5\merged_imageFV9Y1N.png
191,119,258,186,1,output_folder5\merged_imageFV9Y1N.png
282,141,303,165,34,output_folder5\merged_imageFV9Y1N.png
6,91,26,110,34,output_folder5\merged_imageALKPB5.png
54,72,117,130,18,output_folder5\merged_imageALKPB5.png
146,79,188,121,12,output_folder5\merged_imageALKPB5.png
6,99,36,129,4,output_folder5\merged_imageE395LV.png
64,106,80,121,39,output_folder5\merged_imageE395LV.png
107,100,136,129,17,output_folder5\merged_imageE395LV.png
164,91,206,136,17,output_folder5\merged_imageE395LV.png
233,93,273,135,7,output_folder5\merged_imageE395LV.png
7,63,78,133,35,output_folder5\merged_imageXSBUG0.png
102,81,140,114,18,output_folder5\merged_imageXSBUG0.png
166,59,253,136,23,output_folder5\merged_imageXSBUG0.png
278,82,311,114,21,output_folder5\merged_imageXSBUG0.png
5,79,25,99,17,output_folder5\merged_imageHMQCZZ.png
42,76,72,103,28,output_folder5\merged_imageHMQCZZ.png
95,35,206,145,1,output_folder5\merged_imageHMQCZZ.png
6,80,57,129,27,output_folder5\merged_imageJAG9PT.png
81,76,142,132,25,output_folder5\merged_imageJAG9PT.png
166,88,198,120,8,output_folder5\merged_imageJAG9PT.png
222,76,279,132,33,output_folder5\merged_imageJAG9PT.png
304,92,326,116,17,output_folder5\merged_imageJAG9PT.png
8,124,84,194,13,output_folder5\merged_imageZV7H5A.png
116,147,141,172,5,output_folder5\merged_imageZV7H5A.png
171,140,208,178,9,output_folder5\merged_imageZV7H5A.png
237,149,257,170,6,output_folder5\merged_imageZV7H5A.png
5,85,35,115,10,output_folder5\merged_imageW6PEO5.png
61,86,88,113,34,output_folder5\merged_imageW6PEO5.png
115,78,157,122,10,output_folder5\merged_imageW6PEO5.png
184,83,218,116,4,output_folder5\merged_imageW6PEO5.png
244,79,288,119,18,output_folder5\merged_imageW6PEO5.png
5,86,23,104,1,output_folder5\merged_imageKF094A.png
45,77,88,114,27,output_folder5\merged_imageKF094A.png
110,74,154,115,22,output_folder5\merged_imageKF094A.png
176,84,196,107,17,output_folder5\merged_imageKF094A.png
217,87,233,103,1,output_folder5\merged_imageKF094A.png
255,78,288,111,10,output_folder5\merged_imageKF094A.png
6,79,38,111,1,output_folder5\merged_imageUT3RO0.png
55,79,91,112,29,output_folder5\merged_imageUT3RO0.png
107,86,125,105,38,output_folder5\merged_imageUT3RO0.png
140,81,170,111,5,output_folder5\merged_imageUT3RO0.png
5,136,28,161,3,output_folder5\merged_imageKQFCUL.png
64,103,152,193,1,output_folder5\merged_imageKQFCUL.png
186,135,217,164,25,output_folder5\merged_imageKQFCUL.png
5,425,34,454,3,output_folder5\merged_imageA9JAV6.png
58,424,96,456,30,output_folder5\merged_imageA9JAV6.png
121,425,148,455,2,output_folder5\merged_imageA9JAV6.png
172,423,205,457,4,output_folder5\merged_imageA9JAV6.png
9,112,84,186,1,output_folder5\merged_imageWJW7X3.png
106,133,140,164,25,output_folder5\merged_imageWJW7X3.png
159,126,188,171,33,output_folder5\merged_imageWJW7X3.png
6,81,59,134,3,output_folder5\merged_imageBC4I1I.png
80,90,112,126,14,output_folder5\merged_imageBC4I1I.png
135,96,159,120,12,output_folder5\merged_imageBC4I1I.png
181,95,208,121,13,output_folder5\merged_imageBC4I1I.png
229,99,251,117,26,output_folder5\merged_imageBC4I1I.png
274,94,302,120,1,output_folder5\merged_imageBC4I1I.png
5,85,34,114,6,output_folder5\merged_imageXH8EEA.png
53,76,100,121,13,output_folder5\merged_imageXH8EEA.png
118,88,138,112,17,output_folder5\merged_imageXH8EEA.png
7,71,67,126,22,output_folder5\merged_image0NYG8N.png
86,74,136,124,12,output_folder5\merged_image0NYG8N.png
153,82,186,114,16,output_folder5\merged_image0NYG8N.png
204,89,223,108,4,output_folder5\merged_image0NYG8N.png
5,83,47,121,31,output_folder5\merged_image8P8R0B.png
76,87,110,117,26,output_folder5\merged_image8P8R0B.png
139,85,172,118,2,output_folder5\merged_image8P8R0B.png
6,89,22,106,17,output_folder5\merged_imageZ456N8.png
55,51,150,146,35,output_folder5\merged_imageZ456N8.png
182,85,208,111,36,output_folder5\merged_imageZ456N8.png
237,65,302,131,1,output_folder5\merged_imageZ456N8.png
6,83,60,138,39,output_folder5\merged_image44YMJ0.png
89,91,126,130,17,output_folder5\merged_image44YMJ0.png
155,95,185,127,41,output_folder5\merged_image44YMJ0.png
216,76,286,145,29,output_folder5\merged_image44YMJ0.png
326,49,461,172,24,output_folder5\merged_image44YMJ0.png
6,129,49,174,4,output_folder5\merged_image6JX0WU.png
72,136,104,170,33,output_folder5\merged_image6JX0WU.png
126,127,180,176,31,output_folder5\merged_image6JX0WU.png
202,145,217,160,13,output_folder5\merged_image6JX0WU.png
240,136,271,168,38,output_folder5\merged_image6JX0WU.png
9,62,97,143,25,output_folder5\merged_imageONE39G.png
124,86,162,119,13,output_folder5\merged_imageONE39G.png
184,94,203,113,38,output_folder5\merged_imageONE39G.png
5,92,26,114,12,output_folder5\merged_imageMCW2MO.png
45,75,107,131,13,output_folder5\merged_imageMCW2MO.png
125,93,146,112,31,output_folder5\merged_imageMCW2MO.png
165,89,196,117,31,output_folder5\merged_imageMCW2MO.png
217,51,304,155,15,output_folder5\merged_imageMCW2MO.png
326,91,352,116,2,output_folder5\merged_imageMCW2MO.png
6,83,50,124,26,output_folder5\merged_image123T99.png
74,90,102,118,12,output_folder5\merged_image123T99.png
126,79,176,129,4,output_folder5\merged_image123T99.png
200,88,236,120,28,output_folder5\merged_image123T99.png
261,82,311,126,25,output_folder5\merged_image123T99.png
6,433,27,454,13,output_folder5\merged_image8DVF8B.png
55,420,112,467,13,output_folder5\merged_image8DVF8B.png
141,433,162,454,8,output_folder5\merged_image8DVF8B.png
198,383,338,504,30,output_folder5\merged_image8DVF8B.png
374,436,392,452,20,output_folder5\merged_image8DVF8B.png
420,415,476,472,34,output_folder5\merged_image8DVF8B.png
5,104,23,122,31,output_folder5\merged_imageQOY8IL.png
51,96,85,130,1,output_folder5\merged_imageQOY8IL.png
114,90,160,136,12,output_folder5\merged_imageQOY8IL.png
6,86,41,122,7,output_folder5\merged_image7LE67R.png
64,90,84,117,12,output_folder5\merged_image7LE67R.png
107,87,140,120,35,output_folder5\merged_image7LE67R.png
162,94,181,113,38,output_folder5\merged_image7LE67R.png
9,118,84,184,11,output_folder5\merged_imageH4CD2K.png
107,126,124,176,15,output_folder5\merged_imageH4CD2K.png
146,137,174,166,17,output_folder5\merged_imageH4CD2K.png
194,133,229,170,1,output_folder5\merged_imageH4CD2K.png
250,138,279,165,13,output_folder5\merged_imageH4CD2K.png
300,139,325,164,20,output_folder5\merged_imageH4CD2K.png
5,85,52,133,34,output_folder5\merged_imageHZXOX2.png
80,99,102,118,18,output_folder5\merged_imageHZXOX2.png
130,84,181,135,14,output_folder5\merged_imageHZXOX2.png
209,85,257,132,27,output_folder5\merged_imageHZXOX2.png
5,69,47,111,1,output_folder5\merged_image3DZ446.png
75,38,190,141,11,output_folder5\merged_image3DZ446.png
217,76,243,103,11,output_folder5\merged_image3DZ446.png
263,82,280,99,8,output_folder5\merged_image3DZ446.png
301,66,347,114,4,output_folder5\merged_image3DZ446.png
368,75,394,106,15,output_folder5\merged_image3DZ446.png
11,53,106,137,23,output_folder5\merged_imageGACAV2.png
136,76,173,113,10,output_folder5\merged_imageGACAV2.png
197,85,215,104,17,output_folder5\merged_imageGACAV2.png
240,72,282,117,17,output_folder5\merged_imageGACAV2.png
7,71,62,121,25,output_folder5\merged_image2B3P2T.png
83,77,121,115,38,output_folder5\merged_image2B3P2T.png
141,79,177,112,12,output_folder5\merged_image2B3P2T.png
198,78,233,115,38,output_folder5\merged_image2B3P2T.png
